TWA;0;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;35;40;60;70
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;0;0.33;0.44;0.52;0.37;0.38;0.35;0.35;0.31;0.3;0.25;0.21;0.17;0.16;0.1;0.1;0.04;0.04;0.04;0.04;0.04;0.02;0.02;0.02;0.02;0;0;0;0;0;0;0
16;0;1.36;1.82;2.15;1.75;1.82;1.65;1.7;1.56;1.56;1.32;1.18;0.97;0.92;0.63;0.63;0.29;0.3;0.31;0.31;0.32;0.13;0.13;0.13;0.14;0.05;0.05;0.05;0.01;0;0;0
24;0;2.29;3.07;3.63;3.7;3.84;3.5;3.71;3.69;3.81;3.5;3.21;2.76;2.67;1.96;1.98;1.05;1.08;1.1;1.13;1.15;0.53;0.54;0.55;0.56;0.22;0.22;0.23;0.07;0.02;0.01;0
32;0;3.18;4.25;5.03;5.55;5.76;5.25;5.62;5.75;6;5.68;5.45;5.02;4.95;4.18;4.21;2.65;2.73;2.79;2.85;2.91;1.52;1.55;1.58;1.61;0.74;0.74;0.76;0.28;0.09;0.03;0
40;0;4.48;5.76;6.65;7.21;7.49;6.82;7.37;7.78;8.19;7.99;7.81;7.41;7.39;6.62;6.68;4.92;5.07;5.18;5.29;5.4;3.47;3.53;3.59;3.66;1.92;1.94;1.98;0.84;0.3;0.1;0
41;0;4.64;5.93;6.82;7.36;7.62;7.08;7.56;8.01;8.44;8.27;8.1;7.72;7.7;6.95;7.01;5.23;5.39;5.51;5.62;5.74;3.74;3.81;3.87;3.94;2.14;2.15;2.2;0.95;0.35;0.12;0
44;0;5.12;6.4;7.19;7.63;7.98;7.86;8.32;8.64;9.14;9.05;8.94;8.61;8.62;7.95;8.02;6.22;6.41;6.56;6.68;6.83;4.62;4.71;4.78;4.88;2.88;2.9;2.96;1.35;0.52;0.17;0
45;0;5.27;6.58;7.29;7.73;8.11;8.12;8.57;8.89;9.35;9.3;9.2;8.89;8.92;8.29;8.36;6.56;6.77;6.92;7.06;7.21;4.94;5.04;5.12;5.22;3.17;3.19;3.26;1.51;0.59;0.2;0
