TWA;0;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;35;40;60;70
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;0;0.26;0.35;0.44;1.38;0.55;0.37;0.41;0.43;0.63;0.66;0.67;0.67;0.69;0.71;0.75;0.77;0.75;0.66;0.53;0.77;0.78;0.69;0.68;0.54;0.53;0.59;0.61;0.64;0.65;0.53;0.33
16;0;0.91;1.27;1.55;2.86;1.92;1.35;1.49;1.55;2.19;2.28;2.34;2.38;2.44;2.5;2.63;2.69;2.64;2.35;1.93;2.69;2.74;2.47;2.43;1.97;1.94;2.11;2.19;2.28;2.32;1.41;1.2
24;0;1.87;2.57;3.08;4.33;3.75;2.78;3.05;3.16;4.27;4.46;4.56;4.65;4.76;4.87;5.1;5.21;5.15;4.66;3.93;5.25;5.35;4.91;4.84;4.03;3.96;4.28;4.43;4.61;4.64;2.98;2.39
32;0;3.02;4.04;4.78;5.71;5.64;4.53;4.92;5.11;6.42;6.72;6.87;6.99;7.17;7.34;7.6;7.69;7.75;7.23;6.31;7.9;8.06;7.62;7.51;6.51;6.4;6.84;7.07;7.31;7.24;4.85;3.74
40;0;4.26;5.47;6.32;6.85;7.12;6.48;6.93;7.19;8.1;8.46;8.66;8.82;9.04;9.26;9.34;9.54;9.78;9.56;8.82;9.97;10.16;10.07;9.93;9.16;9.02;9.47;9.79;10;9.71;6.84;5.02
41;0;4.41;5.63;6.48;6.99;7.24;6.73;7.18;7.45;8.24;8.61;8.81;8.97;9.2;9.41;9.52;9.73;9.94;9.8;9.12;10.14;10.33;10.33;10.17;9.48;9.34;9.79;10.11;10.32;9.98;7.18;5.16
44;0;4.86;6.08;6.83;7.25;7.58;7.47;7.9;8.21;8.72;9;9.18;9.34;9.6;9.82;9.93;10.17;10.36;10.42;10;10.58;10.77;10.98;10.81;10.45;10.29;10.68;11.03;11.2;10.69;7.96;5.52
45;0;5.01;6.25;6.93;7.34;7.7;7.71;8.14;8.45;8.88;9.1;9.32;9.49;9.71;9.98;10.08;10.28;10.49;10.56;10.28;10.74;10.93;11.13;11;10.76;10.59;10.95;11.31;11.47;10.86;8.17;5.61
